Country,Energy Source (billion kWh),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Djibouti,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.00122
Djibouti,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.00122
Djibouti,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,            Hydroelectricity ,9.699,10.109,10.365,10.094,9.9,8.019,7.92,8.168,7.821,7.92,9.875,8.545,8.455,10.381,10.63,11.299,11.439,11.867,12.1,15.134,13.56,14.979,12.73,12.889,12.518,12.518,12.796,15.355,14.535,12.734,12.916,12.805,12.99,13.218,13.684,13.41,12.722,12.59874,12.77001,12.09,12.09,14
Egypt,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,"                Solar, tide, wave, fuel cell",0,0,0,0.00005,0.00005,0.00005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.206,0.223,0.237,0.114,0.244,0.168,0.58,0.603,1.525,4.43,4.506,4.8
Egypt,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,                    Solar ,0,0,0,0.00005,0.00005,0.00005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.206,0.223,0.237,0.114,0.244,0.168,0.58,0.603,1.525,4.43,4.506,4.8
Egypt,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.01,0.01,0.01,0.01,0.01,0.024,0.137,0.221,0.204,0.368,0.523,0.552,0.616,0.831,0.913,1.133,1.498,1.525,1.123,1.332,1.444,2.058,2.2,2.334,3.018,4.233,4.233,4.233
Egypt,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0.311,0.32,0.325,0.325,0.326,0.333,0.34,0.329,0.31,0.314,0.315,0.311,0.316,0.321,0.318,0.311,0.307644,0.316,0.356,0.328,0.330613948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,            Hydroelectricity ,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.052,0.052,0.028,0.028,0.08,0.251,0.379,0.467,0.471,0.438,0.443,0.448,0.48906,0.44
Equatorial Guinea,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,            Hydroelectricity ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,                Geothermal,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,"                Solar, tide, wave, fuel cell",--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.01,0.011,0.013,0.015
Eritrea,                    Tide and wave ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,                    Solar ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.01,0.011,0.013,0.015
Eritrea,                Wind ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Eritrea,                Biomass and waste ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,            Hydroelectricity ,0.126,0.129,0.094,0.065,0.129,0.185,0.151,0.183,0.194,0.217,0.152,0.202,0.202,0.202,0.202,0.208,0.208,0.21,0.208,0.203,0.195,0.19,0.201,0.122,0.102,0.157,0.154,0.171,0.157,0.202,0.242,0.28,0.242,0.305,0.233,0.124,0.12,0.208953,0.267253,0.228285,0.265445,0.25
Eswatini,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00122
Eswatini,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00122
Eswatini,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0.18,0.196,0.188,0.199,0.206,0.195,0.199,0.187,0.17,0.134,0.13221,0.167,0.171,0.17,0.176,0.183,0.183,0.185,0.185,0.189,0.190506208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,            Hydroelectricity ,0.473,0.502,0.574,0.623,0.683,0.747,0.821,0.886,0.956,0.994,1.088,1.097,1.127,1.251,1.34,1.414,1.495,1.55,1.563,1.589,1.63,1.972,2.003,2.257,2.496,2.805,3.226,3.351,3.263,3.489,4.882,6.199,7.314,8.255,8.923,9.577,11.635,12.55419,12.88782,13.56,13.56,14
Ethiopia,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.02,0.005,0.0001,0,0,0,0,0,0,0.014,0.024,0.018,0.008,0.008,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
Ethiopia,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0.0004,0.0008,0.002,0.006,0.016,0.018,0.021,0.022,0.02,0.02,0.032,0.035
Ethiopia,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0.0004,0.0008,0.002,0.006,0.016,0.018,0.021,0.022,0.02,0.02,0.032,0.035
Ethiopia,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.192,0.356,0.499,0.759,0.782,0.533,0.847,0.609,0.608,0.608
Ethiopia,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.045,0.045,0.048,0.049,0.053,0.055,0.044,0.049,0.049,0.06,0.045,0.038,0.036,0.031,0.028,0.028,0.023,0.026,0.03,0.03,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,            Hydroelectricity ,0.257,0.408,0.482,0.541,0.604,0.66,0.665,0.668,0.669,0.693,0.698,0.7,0.708,0.703,0.739,0.783,0.762,0.801,0.804,0.823,0.795,0.869,0.914,0.891,0.884,0.804,0.936,0.793,0.885,0.935,0.898,0.832,0.899,0.927,0.786,0.909,0.943,0.91971,0.89199,0.986598,0.986598,1
Gabon,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00244
Gabon,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00244
Gabon,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0.003,0.008,0.008,0.008,0.009,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The","                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
"Gambia, The",                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
"Gambia, The",                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0.0006,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"Gambia, The",                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,            Hydroelectricity ,5.276,5.341,4.941,2.55,1.799,2.996,4.389,4.627,4.811,5.178,5.664,6.075,6.536,6.228,6.033,6.036,6.559,6.782,3.792,5.117,6.544,6.543,4.986,3.846,5.228,5.573,5.563,3.69,6.133,6.808,6.926,7.485,7.99,8.151,8.303,5.787,5.505,5.616,6.017,7.2516,7.293,7.21
Ghana,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.003,0.027,0.028,0.033,0.051,0.057,0.06
Ghana,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.003,0.027,0.028,0.033,0.051,0.057,0.06
Ghana,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.014,0.014,0.014,0.014,0.01,0.01,0.016,0.016,0.016,0.016,0.016,0.016,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,            Hydroelectricity ,0.148,0.148,0.148,0.153,0.155,0.161,0.163,0.165,0.168,0.17,0.173,0.176,0.178,0.18,0.182,0.191,0.195,0.285,0.307,0.391,0.406,0.546,0.589,0.396,0.549,0.489,0.456,0.533,0.524,0.517,0.482,0.413,0.486,0.477,0.422,0.881,1.08384,1.212053,0.741024,1.29,2.47,2
Guinea,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009,0.0009,0.005,0.005,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Guinea,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009,0.0009,0.005,0.005,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Guinea,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.001,0.001,0.001,0.002,0.002,0.002,0.002
Guinea-Bissau,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.001,0.001,0.001,0.002,0.002,0.002,0.002
Guinea-Bissau,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,            Hydroelectricity ,1.049,1.367,1.382,1.463,1.475,1.663,1.718,1.794,2.299,2.443,2.51163,2.742,2.768,2.96307,3.037,3.131,3.32,3.226,3.241,2.411,1.312,2.379,3.088,3.227,2.84,2.996,3.245,3.453,2.821,2.148,3.393,3.416,4.256,3.906,3.277,3.749,3.308,3.174,3.9864,3.2053,4.2327,4
Kenya,                Geothermal,0,0.037,0.091,0.248,0.22,0.318,0.368,0.359,0.323,0.323,0.326,0.297,0.272,0.272,0.261,0.39,0.393,0.366,0.39,0.383,0.429,0.48,0.386,0.787,1.035,1.003,1.012,1.02,1.179,1.339,1.453,1.498,1.579,1.906,3.206,4.481,4.689,4.871,5.169,5.235,5.06,5.123
Kenya,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.012,0.027,0.049,0.05,0.06,0.073,0.09,0.092,0.088,0.1
Kenya,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.012,0.027,0.049,0.05,0.06,0.073,0.09,0.092,0.088,0.1
Kenya,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.007,0.017,0.018,0.014,0.015,0.017,0.06,0.056,0.061,0.375,1.563,1.331,1.512999188
Kenya,                Biomass and waste ,0.133,0.1387,0.1444,0.14915,0.15485,0.16055,0.1672,0.1729,0.1786,0.18525,0.201,0.207,0.214,0.22,0.122,0.122,0.122,0.122,0.122,0.122,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.126,0.221,0.209,0.222,0.287,0.261,0.199,0.202,0.194,0.152,0.163,0.148,0.147,0.148171495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,            Hydroelectricity ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.52,0.53219,0.522028,0.538674,0.538674,0.5,0.5,0.5
Lesotho,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
